"552","Prestations aux chômeurs"
"559","Chômage, non mentionné ailleurs"
"56","Construction de logements sociaux"
"560","Construction de logements sociaux"
"57","Aide sociale et domaine de l’asile"
"571","Aides"
"572","Aide économique"
"573","Politique en matière d’asile et de réfugiés"
"579","Assistance, non mentionné ailleurs"
"58","R&D prévoyance sociale"
"580","R&D prévoyance sociale"
"59","Prévoyance sociale, non mentionné ailleurs"
"591","Allocations pour perte de gain APG"
"592","Actions d’entraide dans le pays"
"593","Actions d’entraide à l’étranger"
"6","Trafic et Telecommunications"
"61","Circulation routière"
"611","Routes nationales"
"612","Routes principales selon le droit fédéral"
"613","Routes cantonales, autres"
"615","Routes communales"
"618","Routes privées"
"619","Routes, non mentionné ailleurs."
"62","Transports publics"
"621","Infrastructure ferroviaire des transports publics"
"622","Trafic régional et d’agglomération"
"623","Trafic d’agglomération"
"629","Transports publics, non mentionné ailleurs"
"63","Trafic, autres"
"631","Navigation"
"632","Aviation et navigation spatiale"
"633","Autres systèmes de transport"
"634","Planification générale des transports"
"64","Télécommunications"
"640","Télécommunications"
"68","R&D trafic et télécommunications"
"681","R&D trafic"
"682","R&D télécommunications"
"7","Protection de l'environnement et amenagement du territoire"
"71","Approvisionnement en eau"
"710","Approvisionnement en eau"
"72","Traitement des eaux usées"
"720","Traitement des eaux usées"
"73","Gestion des déchets"
"730","Gestion des déchets"
"74","Aménagements"
"741","Corrections de cours d’eau"
"742","Ouvrages de paravalanchesprotection, autres "
"75","Protection des espèces et du paysage"
"750","Protection des espèces et du paysage"
"76","Lutte contre la pollution de l’environnement"
"761","Protection de l’air et du climat"
"769","Autre lutte contre la pollution de l'environnement, non mentionné ailleurs"
"77","Protection de l’environnement, autres"
"771","Cimetières, crématoires"
"779","Protection de l’environnement, non mentionné ailleurs"
"78","R&D protection de l’environnement"
"781","R&D protection de l’environnement"
"782","R&D aménagement du territoire"
"79","Aménagement du territoire"
"790","Aménagement du territoire"
"8","Economie publique"
"81","Agriculture"
"811","Administration, exécution et contrôle"
"812","Améliorations structurelles"
"813","Améliorations de l’élevage"
"814","Améliorations de la production végétale"
"815","Mesures économiques"
"816","Paiements directs"
"817","Mesures sociales"
"818","Economie alpestre"
"82","Sylviculture"
"820","Sylviculture"
"83","Chasse et pêche"
"830","Chasse et pêche"
"84","Tourisme"
"840","Tourisme"
"85","Industrie, artisanat et commerce"
"850","Industrie, artisanat et commerce"
"86","Banques et assurances"
"860","Banques et assurances"
"87","Combustibles et énergie"
"871","Electricité"
"872","Pétrole et gaz"
"873","Energie non électrique"
"879","CombustibleEnergie, non mentionnée ailleurs"
"88","R&D activités économiques"
"881","R&D agriculture"
"882","R&D sylviculture, chasse et pêche"
"883","R&D combustibles et énergie"
"884","R&D autres activités économiques"
"89","Autres exploitations artisanales"
"890","Autres exploitations artisanales"
"9","Finances et Impôts"
"91","Impôts"
"910","Impôts"
"92","Conventions fiscales"
"920","Conventions fiscales"
"93","Péréquation financière et compensation des charges"
"930","Péréquation financière et compensation des charges"
"94","Parts aux recettes de la Confédération"
"940","Parts aux recettes de la Confédération sans affectation"
"95","Parts aux produits des impôts recettes, autres"
"950","Parts aux produits des impôts recettes, autres, sans affectation"
"96","Administration de la fortune et de la dette"
"961","Intérêts"
"962","Frais d’émission"
"963","Immeubles du patrimoine financier"
"969","Patrimoine financier, non mentionné ailleurs"
"97","Redistributions"
"971","Redistributions liées à la taxe sur le CO2"
"99","Postes non ventilables"
"990","Postes non ventilables"
"995","Charges et revenus neutres"
"999","Clôture"
